TransDate,Employee,LeaveCode,Unit
11-05-2019,114000300,AL,1
01-04-2019,114000303,AL,1
02-04-2019,114000303,AL,1
03-04-2019,114000303,AL,1
04-04-2019,114000303,AL,1
05-04-2019,114000303,AL,1
06-04-2019,114000303,AL,1
07-04-2019,114000303,AL,1
08-04-2019,114000303,AL,1
09-04-2019,114000303,AL,1
11-04-2019,114000303,UL,1
12-04-2019,114000303,UL,1
13-04-2019,114000303,UL,1
14-04-2019,114000303,UL,1
15-04-2019,114000303,UL,1
16-04-2019,114000303,UL,1
17-04-2019,114000303,UL,1
18-04-2019,114000303,UL,1
19-04-2019,114000303,UL,1
20-04-2019,114000303,UL,1
21-04-2019,114000303,UL,1
22-04-2019,114000303,UL,1
23-04-2019,114000303,UL,1
24-04-2019,114000303,UL,1
25-04-2019,114000303,UL,1
26-04-2019,114000303,UL,1
27-04-2019,114000303,UL,1
28-04-2019,114000303,UL,1
29-04-2019,114000303,UL,1
30-04-2019,114000303,UL,1
01-05-2019,114000303,UL,1
02-05-2019,114000303,UL,1
03-05-2019,114000303,UL,1
04-05-2019,114000303,UL,1
05-05-2019,114000303,UL,1
06-05-2019,114000303,UL,1
07-05-2019,114000303,UL,1
08-05-2019,114000303,UL,1
09-05-2019,114000303,UL,1
10-05-2019,114000303,UL,1
11-05-2019,114000303,UL,1
12-05-2019,114000303,UL,1
13-05-2019,114000303,UL,1
14-05-2019,114000303,UL,1
15-05-2019,114000303,UL,1
16-05-2019,114000303,UL,1
17-05-2019,114000303,UL,1
18-05-2019,114000303,UL,1
19-05-2019,114000303,UL,1
20-05-2019,114000303,UL,1
21-05-2019,114000303,UL,1
22-05-2019,114000303,UL,1
23-05-2019,114000303,UL,1
24-05-2019,114000303,UL,1
25-05-2019,114000303,UL,1
26-05-2019,114000303,UL,1
27-05-2019,114000303,UL,1
28-05-2019,114000303,UL,1
29-05-2019,114000303,UL,1
30-05-2019,114000303,UL,1
31-05-2019,114000303,UL,1
14-06-2019,114000303,MC,1
01-08-2019,114000303,MC,1
23-08-2019,114000303,UL,1
12-07-2019,114000309,MC,1
17-07-2019,114000309,MC,1
18-07-2019,114000309,MC,1
25-07-2019,114000309,MC,1
26-07-2019,114000309,MC,1
27-07-2019,114000309,MC,1
28-07-2019,114000309,MC,1
29-07-2019,114000309,MC,1
30-07-2019,114000309,MC,1
31-07-2019,114000309,MC,1
01-08-2019,114000309,MC,1
02-08-2019,114000309,MC,1
03-08-2019,114000309,MC,1
04-08-2019,114000309,MC,1
06-08-2019,114000309,MC,1
13-08-2019,114000309,MC,1
27-08-2019,114000309,MC,1
10-06-2019,114000321,AL,1
24-08-2019,114000321,MC,1
09-04-2019,114000326,AL,1
18-06-2019,114000327,MC,1
17-07-2019,114000327,AL,1
18-07-2019,114000327,MC,1
19-07-2019,114000327,AL,1
02-04-2019,114000330,AL,1
29-04-2019,114000330,AL,1
14-05-2019,114000330,AL,1
24-06-2019,114000330,AL,1
03-07-2019,114000330,AL,1
15-07-2019,114000330,MC,1
01-08-2019,114000330,MC,1
02-05-2019,114000334,UL,1
03-06-2019,114000334,MC,1
18-06-2019,114000334,MC,1
26-08-2019,114000334,MC,1
27-05-2019,114000350,MC,1
28-05-2019,114000350,AL,1
05-07-2019,114000351,AL,1
01-08-2019,114000351,MC,1
11-08-2019,114000351,MC,1
12-08-2019,114000351,MC,1
13-08-2019,114000351,MC,1
14-08-2019,114000351,MC,1
15-08-2019,114000351,MC,1
17-08-2019,114000351,MC,1
18-08-2019,114000351,MC,1
19-08-2019,114000351,MC,1
20-08-2019,114000351,MC,1
21-08-2019,114000351,MC,1
22-08-2019,114000351,MC,1
23-08-2019,114000351,MC,1
24-08-2019,114000351,MC,1
25-08-2019,114000351,MC,1
26-08-2019,114000351,MC,1
28-08-2019,114000351,MC,1
03-05-2019,114000446,AL,1
23-04-2019,115000007,UL,1
25-04-2019,115000007,UL,1
01-06-2019,115000009,MC,1
17-06-2019,115000009,MC,1
23-04-2019,115000010,UL,1
27-05-2019,115000010,MC,1
28-05-2019,115000010,MC,1
29-05-2019,115000010,MC,1
30-05-2019,115000010,MC,1
08-06-2019,115000013,MC,1
22-06-2019,115000014,MC,1
18-06-2019,115000015,MC,1
08-06-2019,115000024,MC,1
18-06-2019,115000024,MC,1
19-06-2019,115000024,MC,1
29-05-2019,115000027,MC,1
01-08-2019,115000028,MC,1
06-07-2019,115000029,MC,1
17-07-2019,115000029,MC,1
26-07-2019,115000029,MC,1
07-08-2019,115000029,MC,1
28-08-2019,115000029,MC,1
29-08-2019,115000029,MC,1
19-04-2019,115000030,UL,1
14-06-2019,115000030,UL,1
15-06-2019,115000032,MC,1
18-06-2019,115000032,MC,1
20-06-2019,115000032,MC,1
22-06-2019,115000032,MC,1
30-08-2019,115000032,MC,1
19-06-2019,115000033,MC,1
21-06-2019,115000033,MC,1
22-06-2019,115000033,MC,1
12-06-2019,115000035,MC,1
19-06-2019,115000035,MC,1
14-06-2019,115000036,UL,1
19-06-2019,115000037,MC,1
21-06-2019,115000037,MC,1
24-06-2019,115000037,MC,1
31-05-2019,115000039,MC,1
04-07-2019,115000039,MC,1
13-08-2019,115000046,MC,1
12-08-2019,115000048,MC,1
16-08-2019,115000050,MC,1
28-03-2019,200000003,AL,1
30-04-2019,200000003,AL,1
25-05-2019,200000003,AL,1
04-06-2019,200000003,AL,1
05-06-2019,200000003,AL,1
06-06-2019,200000003,AL,1
07-06-2019,200000003,AL,1
28-06-2019,200000003,UL,1
13-07-2019,200000003,AL,1
12-08-2019,200000003,AL,1
04-06-2019,200000008,AL,1
08-06-2019,200000008,AL,1
12-08-2019,200000008,AL,1
10-03-2019,200000009,AL,1
11-03-2019,200000009,AL,1
12-03-2019,200000009,AL,1
13-03-2019,200000009,AL,1
30-03-2019,200000009,AL,1
17-04-2019,200000009,AL,1
31-05-2019,200000009,MC,1
04-06-2019,200000009,AL,1
05-06-2019,200000009,AL,1
06-06-2019,200000009,AL,1
07-06-2019,200000009,AL,1
17-06-2019,200000009,AL,1
03-07-2019,200000009,AL,1
10-07-2019,200000009,AL,1
14-08-2019,200000009,MC,1
17-08-2019,200000009,UL,1
12-04-2019,200000022,AL,1
27-04-2019,200000022,AL,1
12-05-2019,200000022,AL,1
12-06-2019,200000022,MC,1
27-06-2019,200000022,AL,1
03-07-2019,200000022,MC,1
08-07-2019,200000022,AL,1
10-08-2019,200000022,AL,1
22-08-2019,200000022,AL,1
08-05-2019,200000033,AL,1
18-05-2019,200000033,AL,1
25-05-2019,200000033,AL,1
10-06-2019,200000033,AL,1
19-06-2019,200000033,UL,1
27-07-2019,200000033,AL,1
02-09-2019,200000033,MC,1
08-04-2019,200000037,AL,1
06-05-2019,200000037,AL,1
03-06-2019,200000037,AL,1
07-06-2019,200000037,AL,1
18-06-2019,200000037,AL,1
16-04-2019,200000041,AL,1
20-05-2019,200000041,AL,1
07-06-2019,200000041,AL,1
12-06-2019,200000041,MC,1
08-07-2019,200000041,AL,1
10-07-2019,200000041,AL,1
09-08-2019,200000041,AL,1
09-08-2019,200000041,UL,1
10-08-2019,200000041,UL,1
26-08-2019,200000041,UL,1
19-04-2019,200000048,AL,1
02-05-2019,200000048,AL,1
26-06-2019,200000048,AL,1
15-07-2019,200000048,AL,1
25-07-2019,200000048,MC,1
21-08-2019,200000048,AL,1
08-04-2019,200000049,AL,1
09-04-2019,200000049,AL,1
23-05-2019,200000049,MC,1
26-07-2019,200000049,AL,1
09-08-2019,200000049,AL,1
10-08-2019,200000049,AL,1
11-08-2019,200000049,AL,1
12-08-2019,200000049,AL,1
13-08-2019,200000049,AL,1
14-08-2019,200000049,AL,1
15-08-2019,200000049,AL,1
16-08-2019,200000049,AL,1
19-08-2019,200000049,UL,1
20-08-2019,200000049,UL,1
21-08-2019,200000049,UL,1
22-08-2019,200000049,UL,1
23-08-2019,200000049,UL,1
04-05-2019,200000050,AL,1
25-05-2019,200000050,MC,1
04-06-2019,200000050,AL,1
05-06-2019,200000050,AL,1
06-06-2019,200000050,AL,1
07-06-2019,200000050,AL,1
28-06-2019,200000050,MC,1
12-08-2019,200000050,AL,1
13-08-2019,200000050,MC,1
09-07-2019,200000053,AL,1
11-07-2019,200000053,UL,1
12-07-2019,200000053,UL,1
04-06-2019,200000059,AL,1
05-06-2019,200000059,AL,1
06-06-2019,200000059,AL,1
07-06-2019,200000059,AL,1
10-08-2019,200000059,AL,1
12-08-2019,200000059,AL,1
04-06-2019,200000062,AL,1
05-06-2019,200000062,AL,1
06-06-2019,200000062,AL,1
07-06-2019,200000062,AL,1
13-06-2019,200000062,AL,1
28-06-2019,200000062,AL,1
06-07-2019,200000062,AL,1
11-07-2019,200000062,AL,1
19-07-2019,200000062,AL,1
12-08-2019,200000062,AL,1
26-03-2019,200000063,AL,1
15-05-2019,200000063,AL,1
24-05-2019,200000063,UL,1
25-05-2019,200000063,UL,1
26-05-2019,200000063,UL,1
27-05-2019,200000063,UL,1
28-05-2019,200000063,UL,1
29-05-2019,200000063,UL,1
30-05-2019,200000063,UL,1
31-05-2019,200000063,UL,1
01-06-2019,200000063,UL,1
02-06-2019,200000063,UL,1
03-06-2019,200000063,UL,1
04-06-2019,200000063,UL,1
05-06-2019,200000063,UL,1
06-06-2019,200000063,UL,1
07-06-2019,200000063,UL,1
08-06-2019,200000063,UL,1
09-06-2019,200000063,UL,1
10-06-2019,200000063,UL,1
11-06-2019,200000063,UL,1
12-06-2019,200000063,UL,1
13-06-2019,200000063,UL,1
14-06-2019,200000063,UL,1
15-06-2019,200000063,UL,1
16-06-2019,200000063,UL,1
17-06-2019,200000063,UL,1
18-06-2019,200000063,UL,1
19-06-2019,200000063,UL,1
20-06-2019,200000063,UL,1
21-06-2019,200000063,UL,1
22-06-2019,200000063,UL,1
23-06-2019,200000063,UL,1
03-07-2019,200000063,UL,1
15-07-2019,200000063,MC,1
16-07-2019,200000063,MC,1
31-07-2019,200000063,UL,1
01-08-2019,200000063,MC,1
07-08-2019,200000063,UL,1
13-08-2019,200000063,MC,1
21-08-2019,200000063,UL,1
02-09-2019,200000063,MC,1
03-09-2019,200000063,MC,1
01-04-2019,200000068,AL,1
09-04-2019,200000068,AL,1
13-04-2019,200000068,AL,1
22-04-2019,200000068,AL,1
21-05-2019,200000068,AL,1
27-05-2019,200000068,MC,1
07-06-2019,200000068,AL,1
10-06-2019,200000068,AL,1
12-06-2019,200000068,AL,1
02-07-2019,200000068,MC,1
22-07-2019,200000068,UL,1
31-07-2019,200000068,UL,1
27-08-2019,200000068,UL,1
17-05-2019,200000069,AL,1
12-06-2019,200000069,AL,1
24-06-2019,200000069,MC,1
26-06-2019,200000069,MC,1
27-06-2019,200000069,MC,1
28-06-2019,200000069,MC,1
29-06-2019,200000069,MC,1
30-06-2019,200000069,MC,1
01-07-2019,200000069,MC,1
03-07-2019,200000069,MC,1
04-07-2019,200000069,MC,1
05-07-2019,200000069,MC,1
06-07-2019,200000069,MC,1
07-07-2019,200000069,MC,1
09-07-2019,200000069,MC,1
10-07-2019,200000069,MC,1
11-07-2019,200000069,MC,1
12-07-2019,200000069,MC,1
13-07-2019,200000069,MC,1
14-07-2019,200000069,MC,1
24-07-2019,200000069,AL,1
26-07-2019,200000069,HL,1
27-07-2019,200000069,MC,1
28-07-2019,200000069,MC,1
29-07-2019,200000069,MC,1
08-08-2019,200000069,AL,1
09-08-2019,200000069,UL,1
26-08-2019,200000069,HL,1
28-08-2019,200000069,MC,1
29-08-2019,200000069,MC,1
30-08-2019,200000069,MC,1
31-08-2019,200000069,MC,1
23-03-2019,200000079,AL,1
07-05-2019,200000079,AL,1
16-05-2019,200000079,AL,1
17-05-2019,200000079,AL,1
31-05-2019,200000079,UL,1
04-06-2019,200000079,UL,1
18-06-2019,200000079,MC,1
02-07-2019,200000079,UL,1
17-07-2019,200000079,UL,1
27-07-2019,200000079,MC,1
31-07-2019,200000079,MC,1
08-08-2019,200000079,MC,1
09-08-2019,200000079,UL,1
26-08-2019,200000079,UL,1
02-09-2019,200000079,UL,1
20-04-2019,200000087,AL,1
23-04-2019,200000087,AL,1
04-05-2019,200000087,AL,1
07-06-2019,200000087,AL,1
08-06-2019,200000087,UL,1
13-06-2019,200000087,UL,1
06-07-2019,200000087,UL,1
09-07-2019,200000087,MC,1
27-07-2019,200000087,UL,1
12-08-2019,200000087,UL,1
26-08-2019,200000087,UL,1
02-09-2019,200000087,MC,1
15-04-2019,200000096,AL,1
04-06-2019,200000096,AL,1
05-06-2019,200000096,AL,1
06-06-2019,200000096,AL,1
07-06-2019,200000096,AL,1
08-07-2019,200000096,MC,1
12-07-2019,200000096,MC,1
16-07-2019,200000096,AL,1
18-07-2019,200000096,MC,1
01-04-2019,200000101,AL,1
04-05-2019,200000101,AL,1
21-05-2019,200000101,AL,1
01-06-2019,200000101,UL,1
07-06-2019,200000101,AL,1
08-06-2019,200000101,UL,1
14-06-2019,200000101,UL,1
28-06-2019,200000101,UL,1
03-07-2019,200000101,UL,1
17-07-2019,200000101,MC,1
20-07-2019,200000101,UL,1
30-07-2019,200000101,UL,1
05-08-2019,200000101,UL,1
09-08-2019,200000101,UL,1
19-08-2019,200000101,MC,1
22-08-2019,200000101,UL,1
28-08-2019,200000101,UL,1
06-04-2019,200000106,AL,1
04-06-2019,200000106,AL,1
05-06-2019,200000106,AL,1
06-06-2019,200000106,AL,1
07-06-2019,200000106,AL,1
29-06-2019,200000106,AL,1
11-07-2019,200000106,MC,1
12-08-2019,200000106,AL,1
18-04-2019,200000126,AL,1
19-04-2019,200000126,AL,1
25-05-2019,200000126,MC,1
01-06-2019,200000126,MC,1
17-06-2019,200000126,MC,1
19-06-2019,200000126,MC,1
26-06-2019,200000126,MC,1
04-07-2019,200000126,AL,1
15-07-2019,200000126,MC,1
22-08-2019,200000126,AL,1
29-08-2019,200000126,MC,1
02-04-2019,200000127,T,1
03-04-2019,200000127,T,1
15-04-2019,200000127,AL,1
16-04-2019,200000127,AL,1
14-05-2019,200000127,UL,1
10-06-2019,200000127,MC,1
25-07-2019,200000127,UL,1
27-07-2019,200000127,UL,1
07-08-2019,200000127,MC,1
09-08-2019,200000127,UL,1
10-08-2019,200000127,UL,1
16-08-2019,200000127,MC,1
28-08-2019,200000127,UL,1
30-08-2019,200000127,UL,1
19-04-2019,200000136,AL,1
04-06-2019,200000136,UL,1
07-06-2019,200000136,AL,1
22-06-2019,200000136,UL,1
29-06-2019,200000136,UL,1
12-08-2019,200000136,UL,1
17-08-2019,200000136,UL,1
30-03-2019,200000145,AL,1
29-04-2019,200000145,AL,1
03-05-2019,200000145,AL,1
09-05-2019,200000145,AL,1
09-05-2019,200000145,UL,1
27-05-2019,200000145,UL,1
01-06-2019,200000145,MC,1
07-06-2019,200000145,UL,1
08-06-2019,200000145,UL,1
18-07-2019,200000145,UL,1
22-08-2019,200000145,UL,1
06-04-2019,200000147,AL,1
19-04-2019,200000147,AL,1
07-06-2019,200000147,UL,1
12-08-2019,200000147,UL,1
22-08-2019,200000147,UL,1
04-06-2019,200000153,AL,1
04-06-2019,200000153,UL,1
07-06-2019,200000153,AL,1
08-06-2019,200000153,UL,1
13-08-2019,200000153,UL,1
27-03-2019,200000154,UL,1
10-05-2019,200000154,UL,1
03-06-2019,200000154,UL,1
12-06-2019,200000154,MC,1
02-07-2019,200000154,AL,1
13-07-2019,200000154,AL,1
19-08-2019,200000154,UL,1
27-08-2019,200000154,MC,1
27-04-2019,200000158,UL,1
03-06-2019,200000158,MC,1
16-07-2019,200000158,MC,1
24-08-2019,200000158,UL,1
07-06-2019,200000159,UL,1
01-04-2019,200000161,UL,1
10-04-2019,200000161,UL,1
08-05-2019,200000161,UL,1
15-05-2019,200000161,UL,1
30-05-2019,200000161,UL,1
13-06-2019,200000161,UL,1
03-07-2019,200000161,UL,1
16-07-2019,200000161,UL,1
26-07-2019,200000161,MC,1
01-08-2019,200000161,UL,1
29-08-2019,200000161,UL,1
27-03-2019,200000163,UL,1
19-04-2019,200000163,UL,1
23-05-2019,200000163,MC,1
24-05-2019,200000163,UL,1
28-05-2019,200000163,UL,1
12-06-2019,200000163,MC,1
13-06-2019,200000163,UL,1
19-06-2019,200000163,UL,1
28-06-2019,200000163,UL,1
02-07-2019,200000163,UL,1
03-07-2019,200000163,T,1
04-07-2019,200000163,UL,1
08-07-2019,200000163,UL,1
16-07-2019,200000163,UL,1
18-07-2019,200000163,MC,1
24-07-2019,200000163,MC,1
31-07-2019,200000163,UL,1
13-08-2019,200000163,UL,1
21-08-2019,200000163,MC,1
01-04-2019,200000164,UL,1
20-04-2019,200000164,UL,1
17-05-2019,200000164,UL,1
28-05-2019,200000164,MC,1
07-06-2019,200000164,UL,1
14-06-2019,200000164,UL,1
27-06-2019,200000164,MC,1
08-07-2019,200000164,UL,1
18-07-2019,200000164,MC,1
26-07-2019,200000164,UL,1
31-07-2019,200000164,UL,1
01-08-2019,200000164,UL,1
26-08-2019,200000164,MC,1
25-03-2019,200000165,UL,1
28-03-2019,200000165,UL,1
12-04-2019,200000165,UL,1
29-05-2019,200000165,UL,1
07-06-2019,200000165,UL,1
19-06-2019,200000165,UL,1
08-07-2019,200000165,MC,1
26-07-2019,200000165,MC,1
31-07-2019,200000165,UL,1
22-08-2019,200000165,MC,1
03-09-2019,200000165,MC,1
16-05-2019,200000167,UL,1
29-05-2019,200000167,MC,1
09-08-2019,200000168,UL,1
13-08-2019,200000168,MC,1
19-08-2019,200000168,MC,1
20-05-2019,213000005,AL,1
31-05-2019,213000005,AL,1
11-06-2019,213000005,MC,1
05-07-2019,213000005,AL,1
19-07-2019,213000005,AL,1
05-08-2019,213000005,AL,1
27-04-2019,300000006,AL,1
14-06-2019,300000006,AL,1
05-08-2019,300000006,AL,1
23-07-2019,300000086,AL,1
13-05-2019,300000260,AL,1
28-05-2019,300000260,AL,1
01-06-2019,300000260,MC,1
12-06-2019,300000260,AL,1
22-06-2019,300000260,AL,1
31-07-2019,300000260,AL,1
09-08-2019,300000260,MC,1
12-08-2019,300000260,MC,1
28-08-2019,300000260,MC,1
10-05-2019,300000309,AL,1
30-05-2019,300000309,AL,1
01-06-2019,300000309,AL,1
02-06-2019,300000309,AL,1
03-06-2019,300000309,AL,1
04-06-2019,300000309,AL,1
05-06-2019,300000309,AL,1
06-06-2019,300000309,AL,1
07-06-2019,300000309,AL,1
11-06-2019,300000309,MC,1
30-07-2019,300000309,AL,1
08-08-2019,300000309,MC,1
22-08-2019,300000309,AL,1
26-08-2019,300000309,AL,1
28-08-2019,300000309,MC,1
30-08-2019,300000309,AL,1
04-09-2019,300000309,UL,1
31-07-2019,300000327,AL,1
03-05-2019,300000365,AL,1
01-06-2019,300000365,AL,1
14-06-2019,300000365,AL,1
17-06-2019,300000365,AL,1
19-06-2019,300000365,AL,1
26-06-2019,300000365,AL,1
14-08-2019,300000365,MC,1
13-05-2019,300000378,UL,1
17-06-2019,300000378,UL,1
20-07-2019,300000378,UL,1
22-07-2019,300000378,UL,1
05-08-2019,300000378,UL,1
11-05-2019,300000390,AL,1
07-06-2019,300000390,AL,1
10-06-2019,300000390,AL,1
11-06-2019,300000390,AL,1
19-07-2019,300000390,MC,1
20-07-2019,300000390,MC,1
01-08-2019,300000390,UL,1
02-09-2019,300000390,MC,1
15-05-2019,300000395,AL,1
03-06-2019,300000395,UL,1
07-06-2019,300000395,UL,1
10-08-2019,300000395,UL,1
12-08-2019,300000395,UL,1
18-05-2019,300000397,AL,1
14-06-2019,300000397,AL,1
31-07-2019,300000397,AL,1
03-06-2019,300000403,AL,1
04-06-2019,300000403,UL,1
07-06-2019,300000403,UL,1
12-08-2019,300000403,UL,1
03-06-2019,300000407,AL,1
07-06-2019,300000407,AL,1
10-06-2019,300000407,MC,1
06-05-2019,300000412,AL,1
18-06-2019,300000412,MC,1
20-06-2019,300000412,MC,1
03-07-2019,300000412,AL,1
11-07-2019,300000412,AL,1
27-07-2019,300000412,UL,1
30-07-2019,300000412,UL,1
31-07-2019,300000412,MC,1
06-08-2019,300000412,UL,1
03-06-2019,300000417,AL,1
07-06-2019,300000417,AL,1
03-08-2019,300000417,UL,1
22-04-2019,300000420,UL,1
25-05-2019,300000420,UL,1
27-05-2019,300000420,UL,1
07-06-2019,300000420,UL,1
13-06-2019,300000420,MC,1
25-06-2019,300000420,UL,1
02-07-2019,300000420,UL,1
06-07-2019,300000420,UL,1
19-07-2019,300000420,UL,1
16-08-2019,300000420,MC,1
02-09-2019,300000420,UL,1
01-06-2019,300000422,AL,1
15-06-2019,300000422,MC,1
21-06-2019,300000422,MC,1
22-06-2019,300000422,UL,1
29-06-2019,300000422,UL,1
02-08-2019,300000422,UL,1
22-05-2019,300000437,AL,1
03-06-2019,300000437,AL,1
04-06-2019,300000437,UL,1
07-06-2019,300000437,UL,1
26-08-2019,300000437,MC,1
01-06-2019,300000438,AL,1
01-06-2019,300000438,UL,1
03-06-2019,300000438,UL,1
14-06-2019,300000438,UL,1
09-07-2019,300000438,UL,1
14-08-2019,300000438,UL,1
10-09-2019,300000438,UL,1
08-06-2019,300000447,AL,1
14-06-2019,300000447,AL,1
15-06-2019,300000447,AL,1
06-07-2019,300000447,UL,1
07-09-2019,300000447,UL,1
03-06-2019,300000451,AL,1
07-06-2019,300000451,AL,1
19-07-2019,300000451,UL,1
30-08-2019,300000451,UL,1
06-05-2019,300000456,AL,1
03-06-2019,300000456,UL,1
03-06-2019,300000460,AL,1
07-06-2019,300000460,AL,1
03-06-2019,300000468,AL,1
07-06-2019,300000468,AL,1
10-08-2019,300000468,UL,1
12-08-2019,300000468,UL,1
27-04-2019,300000471,MC,1
06-05-2019,300000471,AL,1
03-06-2019,300000471,AL,1
07-06-2019,300000471,AL,1
17-06-2019,300000471,AL,1
18-06-2019,300000471,UL,1
25-06-2019,300000471,UL,1
26-08-2019,300000471,UL,1
22-04-2019,300000472,UL,1
25-04-2019,300000472,UL,1
27-04-2019,300000472,UL,1
30-04-2019,300000472,UL,1
11-05-2019,300000472,UL,1
18-05-2019,300000472,UL,1
21-05-2019,300000472,UL,1
03-06-2019,300000472,UL,1
07-06-2019,300000472,UL,1
10-06-2019,300000472,UL,1
13-06-2019,300000472,UL,1
29-06-2019,300000472,UL,1
01-07-2019,300000472,UL,1
02-07-2019,300000472,UL,1
06-07-2019,300000472,MC,1
09-07-2019,300000472,MC,1
12-07-2019,300000472,UL,1
26-07-2019,300000472,UL,1
27-07-2019,300000472,UL,1
31-07-2019,300000472,UL,1
05-08-2019,300000472,UL,1
09-08-2019,300000472,UL,1
12-08-2019,300000472,UL,1
04-02-2019,300000473,AL,1
01-05-2019,300000473,AL,1
03-06-2019,300000473,AL,1
04-06-2019,300000473,UL,1
07-06-2019,300000473,UL,1
04-07-2019,300000473,UL,1
05-07-2019,300000473,UL,1
12-08-2019,300000473,UL,1
30-04-2019,300000476,MC,1
17-05-2019,300000476,AL,1
29-05-2019,300000476,UL,1
18-06-2019,300000476,UL,1
10-07-2019,300000476,MC,1
19-07-2019,300000476,UL,1
03-06-2019,300000481,AL,1
07-06-2019,300000481,AL,1
12-08-2019,300000481,UL,1
10-05-2019,300000485,UL,1
11-05-2019,300000485,UL,1
12-05-2019,300000485,UL,1
13-05-2019,300000485,UL,1
14-05-2019,300000485,UL,1
28-05-2019,300000485,AL,1
26-02-2019,300000487,AL,1
27-05-2019,300000487,AL,1
27-05-2019,300000487,UL,1
04-06-2019,300000487,UL,1
07-06-2019,300000487,UL,1
10-06-2019,300000487,MC,1
14-06-2019,300000487,UL,1
26-06-2019,300000487,UL,1
27-08-2019,300000487,UL,1
30-08-2019,300000487,UL,1
31-08-2019,300000487,UL,1
03-06-2019,300000492,AL,1
07-06-2019,300000492,AL,1
10-08-2019,300000492,UL,1
12-08-2019,300000492,UL,1
29-04-2019,300000494,AL,1
16-05-2019,300000494,AL,1
03-06-2019,300000494,UL,1
07-06-2019,300000494,UL,1
17-06-2019,300000494,AL,1
20-06-2019,300000494,UL,1
24-06-2019,300000494,UL,1
27-06-2019,300000494,UL,1
04-07-2019,300000494,UL,1
22-07-2019,300000494,UL,1
27-07-2019,300000494,UL,1
03-05-2019,300000507,AL,1
01-06-2019,300000507,UL,1
02-06-2019,300000507,UL,1
03-06-2019,300000507,UL,1
04-06-2019,300000507,UL,1
05-06-2019,300000507,UL,1
06-06-2019,300000507,UL,1
07-06-2019,300000507,UL,1
08-06-2019,300000507,UL,1
09-06-2019,300000507,UL,1
15-07-2019,300000507,UL,1
28-05-2019,300000510,AL,1
28-05-2019,300000510,UL,1
07-06-2019,300000510,UL,1
11-06-2019,300000510,UL,1
15-05-2019,300000512,UL,1
04-06-2019,300000512,AL,1
04-06-2019,300000512,UL,1
07-06-2019,300000512,UL,1
11-06-2019,300000512,UL,1
12-06-2019,300000512,UL,1
24-06-2019,300000512,MC,1
08-07-2019,300000512,UL,1
08-08-2019,300000512,MC,1
09-08-2019,300000512,MC,1
07-06-2019,300000513,UL,1
04-06-2019,300000514,AL,1
04-06-2019,300000514,UL,1
07-06-2019,300000514,AL,1
03-06-2019,300000516,AL,1
07-06-2019,300000516,AL,1
22-06-2019,300000516,UL,1
22-06-2019,300000516,AL,1
01-07-2019,300000516,UL,1
01-08-2019,300000516,UL,1
03-08-2019,300000516,UL,1
03-06-2019,300000518,AL,1
07-06-2019,300000518,AL,1
08-06-2019,300000518,UL,1
22-07-2019,300000518,UL,1
10-08-2019,300000518,UL,1
12-08-2019,300000518,UL,1
27-04-2019,300000519,MC,1
30-04-2019,300000519,UL,1
15-05-2019,300000519,UL,1
18-05-2019,300000519,MC,1
27-05-2019,300000519,MC,1
01-06-2019,300000519,MC,1
03-06-2019,300000519,UL,1
07-06-2019,300000519,UL,1
18-06-2019,300000519,MC,1
25-06-2019,300000519,UL,1
28-06-2019,300000519,MC,1
03-07-2019,300000519,MC,1
06-07-2019,300000519,MC,1
13-07-2019,300000519,G,0.5
15-07-2019,300000519,UL,1
16-07-2019,300000519,UL,1
17-07-2019,300000519,UL,1
18-07-2019,300000519,UL,1
19-07-2019,300000519,UL,1
22-07-2019,300000519,UL,1
23-07-2019,300000519,UL,1
24-07-2019,300000519,UL,1
25-07-2019,300000519,UL,1
26-07-2019,300000519,UL,1
09-08-2019,300000519,MC,1
10-08-2019,300000519,UL,1
12-08-2019,300000519,UL,1
17-08-2019,300000519,MC,1
07-06-2019,300000521,AL,1
08-06-2019,300000521,UL,1
03-06-2019,300000522,AL,1
07-06-2019,300000522,AL,1
08-06-2019,300000522,UL,1
23-04-2019,300000523,MC,1
24-06-2019,300000523,MC,1
28-08-2019,300000523,AL,1
29-08-2019,300000523,AL,1
03-06-2019,300000524,AL,1
07-06-2019,300000524,AL,1
08-06-2019,300000524,UL,1
26-08-2019,300000524,MC,1
25-04-2019,300000526,AL,1
04-06-2019,300000526,UL,1
07-06-2019,300000526,UL,1
08-07-2019,300000526,UL,1
27-08-2019,300000526,MC,1
18-05-2019,300000527,AL,1
03-06-2019,300000527,AL,1
07-06-2019,300000527,UL,1
29-06-2019,300000527,UL,1
05-07-2019,300000527,MC,1
12-08-2019,300000527,UL,1
02-09-2019,300000527,MC,1
13-05-2019,300000529,UL,1
16-05-2019,300000529,UL,1
03-06-2019,300000529,UL,1
07-06-2019,300000529,UL,1
13-06-2019,300000529,MC,1
25-06-2019,300000529,UL,1
27-06-2019,300000529,UL,1
20-07-2019,300000529,MC,1
30-07-2019,300000529,UL,1
31-07-2019,300000529,UL,1
07-08-2019,300000529,MC,1
30-08-2019,300000529,UL,1
04-06-2019,300000531,MC,1
08-06-2019,300000531,MC,1
20-06-2019,300000531,MC,1
01-07-2019,300000531,UL,1
03-07-2019,300000531,UL,1
13-07-2019,300000531,UL,1
26-07-2019,300000531,MC,1
